1111010100	서울특별시	종로구	청운동	2319
1111010200	서울특별시	종로구	신교동	1406
1111010300	서울특별시	종로구	궁정동	266
1111010400	서울특별시	종로구	효자동	589
1111010500	서울특별시	종로구	창성동	446
1111010600	서울특별시	종로구	통의동	314
1111010700	서울특별시	종로구	적선동	39
1111010800	서울특별시	종로구	통인동	768
1111010900	서울특별시	종로구	누상동	3245
1111011000	서울특별시	종로구	누하동	811
1111011100	서울특별시	종로구	옥인동	2001
1111011200	서울특별시	종로구	체부동	741
1111011300	서울특별시	종로구	필운동	1006
1111011400	서울특별시	종로구	내자동	96
1111011500	서울특별시	종로구	사직동	3460
1111011600	서울특별시	종로구	도렴동	1
1111011700	서울특별시	종로구	당주동	312
1111011800	서울특별시	종로구	내수동	2646
1111011900	서울특별시	종로구	세종로	2
1111012000	서울특별시	종로구	신문로1가	86
1111012100	서울특별시	종로구	신문로2가	633
1111012200	서울특별시	종로구	청진동	66
1111012300	서울특별시	종로구	서린동	2
1111012400	서울특별시	종로구	수송동	236
1111012500	서울특별시	종로구	중학동	4
1111012600	서울특별시	종로구	종로1가	94
1111012700	서울특별시	종로구	공평동	1
1111012800	서울특별시	종로구	관훈동	114
1111012900	서울특별시	종로구	견지동	232
1111013000	서울특별시	종로구	와룡동	119
1111013100	서울특별시	종로구	권농동	147
1111013200	서울특별시	종로구	운니동	172
1111013300	서울특별시	종로구	익선동	1070
1111013400	서울특별시	종로구	경운동	289
1111013500	서울특별시	종로구	관철동	226
1111013600	서울특별시	종로구	인사동	93
1111013700	서울특별시	종로구	낙원동	866
1111013800	서울특별시	종로구	종로2가	507
1111013900	서울특별시	종로구	팔판동	272
1111014000	서울특별시	종로구	삼청동	1376
1111014100	서울특별시	종로구	안국동	260
1111014200	서울특별시	종로구	소격동	136
1111014300	서울특별시	종로구	화동	233
1111014400	서울특별시	종로구	사간동	135
1111014600	서울특별시	종로구	가회동	1097
1111014700	서울특별시	종로구	재동	93
1111014800	서울특별시	종로구	계동	1103
1111014900	서울특별시	종로구	원서동	1745
1111015100	서울특별시	종로구	묘동	44
1111015200	서울특별시	종로구	봉익동	54
1111015300	서울특별시	종로구	돈의동	788
1111015400	서울특별시	종로구	장사동	67
1111015500	서울특별시	종로구	관수동	318
1111015600	서울특별시	종로구	종로3가	117
1111015700	서울특별시	종로구	인의동	1048
1111015800	서울특별시	종로구	예지동	48
1111015900	서울특별시	종로구	원남동	500
1111016000	서울특별시	종로구	연지동	818
1111016100	서울특별시	종로구	종로4가	28
1111016200	서울특별시	종로구	효제동	872
1111016300	서울특별시	종로구	종로5가	179
1111016400	서울특별시	종로구	종로6가	497
1111016500	서울특별시	종로구	이화동	1817
1111016600	서울특별시	종로구	연건동	1647
1111016700	서울특별시	종로구	충신동	2729
1111016800	서울특별시	종로구	동숭동	3750
1111016900	서울특별시	종로구	혜화동	3271
1111017000	서울특별시	종로구	명륜1가	4283
1111017100	서울특별시	종로구	명륜2가	3099
1111017200	서울특별시	종로구	명륜4가	855
1111017300	서울특별시	종로구	명륜3가	4816
1111017400	서울특별시	종로구	창신동	19262
1111017500	서울특별시	종로구	숭인동	15542
1111017600	서울특별시	종로구	교남동	617
1111017700	서울특별시	종로구	평동	1592
1111017800	서울특별시	종로구	송월동	915
1111017900	서울특별시	종로구	홍파동	1587
1111018000	서울특별시	종로구	교북동	885
1111018100	서울특별시	종로구	행촌동	4382
1111018200	서울특별시	종로구	구기동	5917
1111018300	서울특별시	종로구	평창동	12146
1111018400	서울특별시	종로구	부암동	4218
1111018500	서울특별시	종로구	홍지동	1603
1111018600	서울특별시	종로구	신영동	3655
1111018700	서울특별시	종로구	무악동	8164
1114010100	서울특별시	중구	무교동	11
1114010200	서울특별시	중구	다동	52
1114010300	서울특별시	중구	태평로1가	6
1114010400	서울특별시	중구	을지로1가	1
1114010500	서울특별시	중구	을지로2가	55
1114010700	서울특별시	중구	삼각동	4
1114010900	서울특별시	중구	장교동	1
1114011000	서울특별시	중구	수표동	22
1114011100	서울특별시	중구	소공동	1
1114011200	서울특별시	중구	남창동	430
1114011300	서울특별시	중구	북창동	189
1114011400	서울특별시	중구	태평로2가	51
1114011500	서울특별시	중구	남대문로2가	1
1114011600	서울특별시	중구	남대문로3가	13
1114011700	서울특별시	중구	남대문로4가	2
1114011800	서울특별시	중구	남대문로5가	821
1114011900	서울특별시	중구	봉래동1가	26
1114012000	서울특별시	중구	봉래동2가	2
1114012100	서울특별시	중구	회현동1가	3437
1114012200	서울특별시	중구	회현동2가	857
1114012300	서울특별시	중구	회현동3가	36
1114012400	서울특별시	중구	충무로1가	17
1114012500	서울특별시	중구	충무로2가	274
1114012600	서울특별시	중구	명동1가	17
1114012700	서울특별시	중구	명동2가	544
1114012800	서울특별시	중구	남산동1가	150
1114012900	서울특별시	중구	남산동2가	651
1114013000	서울특별시	중구	남산동3가	53
1114013100	서울특별시	중구	저동1가	16
1114013200	서울특별시	중구	충무로4가	1524
1114013300	서울특별시	중구	충무로5가	604
1114013400	서울특별시	중구	인현동2가	441
1114013500	서울특별시	중구	예관동	24
1114013600	서울특별시	중구	묵정동	898
1114013700	서울특별시	중구	필동1가	117
1114013800	서울특별시	중구	필동2가	922
1114013900	서울특별시	중구	필동3가	950
1114014000	서울특별시	중구	남학동	57
1114014100	서울특별시	중구	주자동	23
1114014200	서울특별시	중구	예장동	738
1114014300	서울특별시	중구	장충동1가	1677
1114014400	서울특별시	중구	장충동2가	2949
1114014500	서울특별시	중구	광희동1가	392
1114014600	서울특별시	중구	광희동2가	898
1114014700	서울특별시	중구	쌍림동	615
1114014800	서울특별시	중구	을지로6가	177
1114014900	서울특별시	중구	을지로7가	55
1114015000	서울특별시	중구	을지로4가	154
1114015100	서울특별시	중구	을지로5가	373
1114015200	서울특별시	중구	주교동	230
1114015300	서울특별시	중구	방산동	33
1114015400	서울특별시	중구	오장동	663
1114015500	서울특별시	중구	을지로3가	337
1114015600	서울특별시	중구	입정동	32
1114015700	서울특별시	중구	산림동	155
1114015800	서울특별시	중구	충무로3가	247
1114015900	서울특별시	중구	초동	81
1114016000	서울특별시	중구	인현동1가	87
1114016100	서울특별시	중구	저동2가	255
1114016200	서울특별시	중구	신당동	69523
1114016300	서울특별시	중구	흥인동	2245
1114016400	서울특별시	중구	무학동	245
1114016500	서울특별시	중구	황학동	12638
1114016600	서울특별시	중구	서소문동	27
1114016700	서울특별시	중구	정동	531
1114016800	서울특별시	중구	순화동	1261
1114016900	서울특별시	중구	의주로1가	199
1114017000	서울특별시	중구	충정로1가	2
1114017100	서울특별시	중구	중림동	6104
1114017200	서울특별시	중구	의주로2가	8
1114017300	서울특별시	중구	만리동1가	1296
1114017400	서울특별시	중구	만리동2가	4560
1117010100	서울특별시	용산구	후암동	16696
1117010200	서울특별시	용산구	용산동2가	9388
1117010300	서울특별시	용산구	용산동4가	2
1117010400	서울특별시	용산구	갈월동	3041
1117010500	서울특별시	용산구	남영동	613
1117010700	서울특별시	용산구	동자동	3693
1117010800	서울특별시	용산구	서계동	4963
1117010900	서울특별시	용산구	청파동1가	7288
1117011000	서울특별시	용산구	청파동2가	3560
1117011100	서울특별시	용산구	청파동3가	3570
1117011200	서울특별시	용산구	원효로1가	5875
1117011300	서울특별시	용산구	원효로2가	1642
1117011400	서울특별시	용산구	신창동	2299
1117011500	서울특별시	용산구	산천동	5089
1117011600	서울특별시	용산구	청암동	648
1117011700	서울특별시	용산구	원효로3가	2021
1117011800	서울특별시	용산구	원효로4가	3667
1117011900	서울특별시	용산구	효창동	10390
1117012000	서울특별시	용산구	도원동	5510
1117012100	서울특별시	용산구	용문동	6287
1117012200	서울특별시	용산구	문배동	5719
1117012300	서울특별시	용산구	신계동	2760
1117012400	서울특별시	용산구	한강로1가	3260
1117012500	서울특별시	용산구	한강로2가	7341
1117012600	서울특별시	용산구	용산동3가	268
1117012700	서울특별시	용산구	용산동5가	2591
1117012800	서울특별시	용산구	한강로3가	8097
1117012900	서울특별시	용산구	이촌동	33942
1117013000	서울특별시	용산구	이태원동	15200
1117013100	서울특별시	용산구	한남동	20318
1117013200	서울특별시	용산구	동빙고동	6234
1117013300	서울특별시	용산구	서빙고동	5882
1117013400	서울특별시	용산구	주성동	862
1117013600	서울특별시	용산구	보광동	13293
1120010100	서울특별시	성동구	상왕십리동	3686
1120010200	서울특별시	성동구	하왕십리동	30557
1120010300	서울특별시	성동구	홍익동	4035
1120010400	서울특별시	성동구	도선동	4622
1120010500	서울특별시	성동구	마장동	22298
1120010600	서울특별시	성동구	사근동	6903
1120010700	서울특별시	성동구	행당동	42250
1120010800	서울특별시	성동구	응봉동	15256
1120010900	서울특별시	성동구	금호동1가	15107
1120011000	서울특별시	성동구	금호동2가	9980
1120011100	서울특별시	성동구	금호동3가	12570
1120011200	서울특별시	성동구	금호동4가	14271
1120011300	서울특별시	성동구	옥수동	25866
1120011400	서울특별시	성동구	성수동1가	28854
1120011500	서울특별시	성동구	성수동2가	26334
1120011800	서울특별시	성동구	송정동	10552
1120012200	서울특별시	성동구	용답동	11432
1121510100	서울특별시	광진구	중곡동	81124
1121510200	서울특별시	광진구	능동	11263
1121510300	서울특별시	광진구	구의동	77882
1121510400	서울특별시	광진구	광장동	34485
1121510500	서울특별시	광진구	자양동	92404
1121510700	서울특별시	광진구	화양동	23721
1121510900	서울특별시	광진구	군자동	19517
1123010100	서울특별시	동대문구	신설동	3744
1123010200	서울특별시	동대문구	용두동	28845
1123010300	서울특별시	동대문구	제기동	24557
1123010400	서울특별시	동대문구	전농동	47390
1123010500	서울특별시	동대문구	답십리동	56934
1123010600	서울특별시	동대문구	장안동	70630
1123010700	서울특별시	동대문구	청량리동	18724
